ID_Venda,Cliente,Produto,Marca,Preco,Quantidade,Data_Venda,Pagamento,Loja
564,João,omega 3,optimum nutrition,141.09,2.0,2025-07-01 18:14:51.950998,Dinheiro,Não informado
565,Carlos,creatina,atlhetica nutrition,243.74,3.0,2025-07-11 18:14:51.951005,Não informado,Filial A
566,Carlos,glutamina,midway,70.71,2.0,2024-12-04 18:14:51.951012,Dinheiro,Loja 2
568,Rodrigo,creatina,growth supplements,234.77,3.0,32/13/2023,Cartão,Filial A
569,Lucas,pre-treino,optimum nutrition,94.78,2.0,2024-12-15 18:14:51.951034,Cartao,Não informado
570,João,omega 3,midway,102.02,3.0,2025-08-05 18:14:51.951042,Dinheiro,Loja 2
571,Mariana,multivitaminico,optimum nutrition,164.52,1.0,2025-04-30 18:14:51.951049,Não informado,Não informado
572,Ana,bcaa,optimum nutrition,222.6,2.0,2024-12-02 18:14:51.951056,Não informado,Filial A
573,Ana,multivitaminico,bodyaction,149.03,1.0,32/13/2023,Cartão,Loja 1
574,Lucas,bcaa,max titanium,226.42,2.0,2025-05-20 18:14:51.951071,Cartão,Loja 2
575,Mariana,bcaa,probiotica,63.45,3.0,2025-04-06 18:14:51.951082,Cartão,Loja 1
576,Lucas,pre-treino,growth supplements,160.88,2.0,2024-11-14 18:14:51.951095,Dinheiro,Loja 2
577,Camila,bcaa,integralmedica,55.33,2.0,2025-07-29 18:14:51.951106,Pix,Filial A
578,Carlos,bcaa,atlhetica nutrition,172.35,1.0,2025-07-18 18:14:51.951120,Cartao,Não informado
579,João,creatina,atlhetica,86.45,1.0,2024-12-14 18:14:51.951130,Cartao,Filial A
580,Lucas,creatina,optimum nutrition,96.42,3.0,2025-01-30 18:14:51.951138,Não informado,Não informado
581,Patrícia,hipercalorico,growth supplements,-203.29,2.0,2024-10-27 18:14:51.951145,Não informado,Filial A
582,Rafael,bcaa,max titanium,120.93,2.0,2025-08-09 18:14:51.951153,Cartão,Filial A
583,João,whey protein,midway,244.76,2.0,2025-07-13 18:14:51.951161,Não informado,Loja 2
584,Paulo,glutamina,bodyaction,243.83,2.0,2025-09-08 18:14:51.951168,Cartao,Loja 2
585,João,pre-treino,bodyaction,238.55,3.0,2025-02-20 18:14:51.951175,Não informado,Filial A
586,Gabriela,omega 3,bodyaction,244.53,2.0,2025-07-22 18:14:51.951183,Dinheiro,Loja 1
587,Paulo,omega 3,midway,222.45,3.0,2025-08-19 18:14:51.951190,Cartao,Loja 2
588,Fernanda,bcaa,growth supplements,209.16,3.0,2025-02-13 18:14:51.951198,Cartao,Loja 2
589,Lucas,glutamina,max titanium,234.41,2.0,32/13/2023,Cartão,Não informado
591,Carlos,multivitaminico,growth supplements,202.05,2.0,2024-12-28 18:14:51.951220,Dinheiro,Loja 2
593,Bruna,creatina,growth supplements,106.28,3.0,32/13/2023,Pix,Loja 2
594,Diego,bcaa,optimum nutrition,184.66,2.0,2025-03-03 18:14:51.951495,Não informado,Filial A
595,Patrícia,creatina,probiotica,213.43,2.0,2025-06-30 18:14:51.951520,Cartao,Filial A
596,Diego,hipercalorico,universal,108.46,2.0,2025-05-10 18:14:51.951529,Cartão,Não informado
597,Rafael,albumina,growth supplements,173.1,2.0,2025-09-08 18:14:51.951537,Pix,Loja 2
598,Diego,glutamina,optimum nutrition,117.05,3.0,2025-02-12 18:14:51.951545,Cartão,Loja 2
599,Rafael,glutamina,probiotica,163.56,2.0,2025-01-08 18:14:51.951553,Pix,Loja 1
601,Juliana,barra proteica,growth supplements,102.37,2.0,2025-08-12 18:14:51.951568,Cartao,Filial A
602,Patrícia,pre-treino,universal,242.6,2.0,2025-02-02 18:14:51.951576,Cartao,Loja 2
603,Bruna,omega 3,max titanium,153.89,1.0,2025-08-30 18:14:51.951585,Cartao,Loja 2
604,Lucas,creatina,atlhetica nutrition,-162.42,3.0,2025-03-03 18:14:51.951595,Cartao,Loja 1
605,Rafael,whey protein,black skull,55.41,2.0,2025-09-18 18:14:51.951605,Cartao,Loja 1
606,Fernanda,bcaa,universal,106.24,2.0,2025-01-10 18:14:51.951612,Não informado,Não informado
607,Rafael,pre-treino,midway,91.05,2.0,2024-10-08 18:14:51.951620,Não informado,Não informado
608,Bruna,whey protein,atlhetica nutrition,164.2,2.0,2025-08-30 18:14:51.951628,Não informado,Não informado
609,Juliana,creatina,optimum nutrition,62.24,1.0,2025-01-30 18:14:51.951637,Não informado,Loja 2
610,Juliana,omega 3,midway,162.37,2.0,2025-06-02 18:14:51.951644,Cartao,Loja 1
611,Fernanda,hipercalorico,black skull,91.25,2.0,2025-08-16 18:14:51.951652,Dinheiro,Filial A
612,Patrícia,barra proteica,atlhetica nutrition,55.36,3.0,2024-12-28 18:14:51.951660,Cartão,Filial A
613,Patrícia,barra proteica,black skull,105.59,2.0,2024-10-09 18:14:51.951674,Cartão,Não informado
614,Paulo,omega 3,growth supplements,182.66,1.0,2025-08-08 18:14:51.951688,Pix,Loja 2
616,Fernanda,omega 3,max titanium,170.13,3.0,2025-04-29 18:14:51.951714,Pix,Loja 1
617,Gabriela,whey protein,midway,179.37,2.0,2025-02-27 18:14:51.951724,Cartao,Loja 1
618,Paulo,barra proteica,max titanium,-53.11,1.0,2025-05-30 18:14:51.951737,Cartao,Loja 1
619,Gabriela,bcaa,black skull,126.3,3.0,2025-01-05 18:14:51.951749,Cartao,Loja 1
620,Carlos,bcaa,integralmedica,-131.56,2.0,2025-07-12 18:14:51.951756,Cartao,Filial A
621,João,whey protein,midway,61.76,2.0,2025-09-29 18:14:51.951764,Pix,Loja 2
622,Bruna,albumina,black skull,134.98,2.0,2024-12-31 18:14:51.951771,Pix,Filial A
623,Gabriela,whey protein,black skull,73.77,2.0,2025-05-25 18:14:51.951781,Pix,Não informado
624,Bruna,bcaa,probiotica,170.86,3.0,2024-12-04 18:14:51.951793,Pix,Filial A
625,Lucas,multivitaminico,integralmedica,170.97,2.0,2024-12-15 18:14:51.951804,Cartão,Não informado
626,Bruna,hipercalorico,midway,125.39,2.0,2024-12-02 18:14:51.951814,Não informado,Loja 2
627,João,albumina,universal,172.18,1.0,2025-04-28 18:14:51.951821,Pix,Loja 2
628,Ana,omega 3,midway,155.58,1.0,2025-07-12 18:14:51.951828,Cartao,Loja 1
629,Ana,whey protein,growth supplements,129.78,1.0,2025-04-26 18:14:51.951836,Dinheiro,Loja 1
631,Gabriela,albumina,integralmedica,-109.37,2.0,2025-09-01 18:14:51.951852,Dinheiro,Filial A
632,Rodrigo,pre-treino,universal,238.66,2.0,2024-12-12 18:14:51.951860,Não informado,Loja 1
633,Gabriela,albumina,growth supplements,237.05,1.0,2025-01-03 18:14:51.951868,Pix,Não informado
635,Carlos,whey protein,probiotica,119.92,2.0,2024-12-09 18:14:51.951883,Dinheiro,Loja 1
636,Mariana,albumina,midway,146.86,2.0,2025-04-30 18:14:51.951890,Pix,Filial A
638,Bruna,albumina,max titanium,187.61,1.0,2025-01-25 18:14:51.951911,Dinheiro,Filial A
639,Carlos,glutamina,black skull,-120.8,1.0,2025-08-12 18:14:51.951924,Cartao,Filial A
640,Patrícia,barra proteica,midway,148.38,2.0,2025-09-24 18:14:51.951933,Cartão,Filial A
641,Rafael,glutamina,growth supplements,192.37,2.0,32/13/2023,Dinheiro,Não informado
642,Bruna,bcaa,growth supplements,160.94,1.0,2024-10-27 18:14:51.951949,Não informado,Loja 1
643,Mariana,hipercalorico,atlhetica nutrition,137.47,2.0,2025-04-07 18:14:51.951956,Dinheiro,Loja 2
644,Ana,pre-treino,black skull,60.68,1.0,2025-01-14 18:14:51.951963,Não informado,Não informado
645,Ana,barra proteica,max titanium,194.58,3.0,2025-06-08 18:14:51.951970,Dinheiro,Loja 2
646,Juliana,hipercalorico,bodyaction,82.6,1.0,2025-08-03 18:14:51.951980,Cartao,Loja 1
647,Patrícia,multivitaminico,integralmedica,-144.08,3.0,2025-03-27 18:14:51.951994,Pix,Não informado
648,Paulo,whey protein,integralmedica,200.14,3.0,2025-05-28 18:14:51.952007,Cartao,Não informado
649,Juliana,hipercalorico,universal,-125.19,1.0,2025-07-21 18:14:51.952021,Cartão,Filial A
650,Ana,bcaa,optimum nutrition,59.68,2.0,32/13/2023,Cartao,Loja 2
651,Bruna,whey protein,bodyaction,-103.2,1.0,2025-09-24 18:14:51.952038,Não informado,Loja 1
652,Lucas,creatina,probiotica,171.66,2.0,2025-03-24 18:14:51.952046,Não informado,Filial A
653,João,creatina,universal,58.6,2.0,2025-05-01 18:14:51.952054,Pix,Filial A
654,Gabriela,barra proteica,black skull,107.06,1.0,32/13/2023,Não informado,Loja 1
655,Paulo,omega 3,atlhetica nutrition,106.6,2.0,2025-07-06 18:14:51.952069,Pix,Loja 2
656,Carlos,multivitaminico,universal,70.51,2.0,2025-09-14 18:14:51.952077,Pix,Não informado
657,Rodrigo,bcaa,universal,62.58,2.0,2025-03-22 18:14:51.952084,Cartão,Loja 1
658,Diego,pre-treino,max titanium,60.79,3.0,2025-07-25 18:14:51.952092,Pix,Loja 1
659,João,pre-treino,midway,196.38,2.0,2025-04-19 18:14:51.952103,Cartao,Loja 1
660,Rafael,multivitaminico,max titanium,156.3,3.0,2025-03-06 18:14:51.952131,Cartao,Filial A
661,Bruna,creatina,atlhetica nutrition,161.91,3.0,2024-10-13 18:14:51.952139,Dinheiro,Loja 2
662,Paulo,multivitaminico,max titanium,178.48,3.0,2025-02-20 18:14:51.952147,Dinheiro,Loja 2
663,Rodrigo,bcaa,optimum nutrition,249.66,2.0,2024-12-16 18:14:51.952155,Pix,Loja 2
664,Juliana,bcaa,optimum nutrition,101.66,2.0,2025-06-07 18:14:51.952162,Pix,Loja 2
665,Ana,bcaa,midway,134.66,2.0,2025-01-08 18:14:51.952170,Dinheiro,Loja 2
666,Patrícia,multivitaminico,bodyaction,146.65,3.0,2025-05-15 18:14:51.952178,Dinheiro,Não informado
667,Ana,multivitaminico,midway,-74.86,3.0,2025-05-27 18:14:51.952185,Dinheiro,Loja 2
668,Juliana,hipercalorico,integralmedica,93.67,1.0,2025-03-10 18:14:51.952193,Pix,Não informado
669,Ana,multivitaminico,growth supplements,112.64,2.0,2024-11-11 18:14:51.952201,Cartão,Não informado
670,Juliana,glutamina,optimum nutrition,144.65,2.0,2025-02-09 18:14:51.952210,Pix,Loja 1
672,Lucas,multivitaminico,midway,167.41,3.0,2024-11-27 18:14:51.952225,Pix,Não informado
673,Ana,barra proteica,atlhetica nutrition,182.37,2.0,2025-05-01 18:14:51.952233,Dinheiro,Loja 2
674,Lucas,glutamina,max titanium,226.1,2.0,2025-08-07 18:14:51.952241,Pix,Filial A
675,João,glutamina,integralmedica,233.84,3.0,2025-01-18 18:14:51.952249,Dinheiro,Filial A
676,Bruna,multivitaminico,max titanium,231.8,2.0,2025-08-31 18:14:51.952257,Não informado,Filial A
677,Carlos,hipercalorico,max titanium,165.11,3.0,32/13/2023,Pix,Não informado
678,Gabriela,multivitaminico,universal,50.74,2.0,2025-06-18 18:14:51.952272,Cartão,Loja 1
679,Rodrigo,omega 3,universal,133.74,2.0,2024-10-14 18:14:51.952280,Pix,Filial A
680,Diego,omega 3,atlhetica nutrition,84.43,1.0,2025-09-03 18:14:51.952288,Cartao,Filial A
681,Fernanda,hipercalorico,black skull,120.58,3.0,2025-04-28 18:14:51.952295,Não informado,Não informado
682,Camila,glutamina,probiotica,135.16,3.0,2025-02-01 18:14:51.952303,Cartão,Não informado
683,Ana,pre-treino,midway,92.43,2.0,2025-09-06 18:14:51.952310,Pix,Loja 1
684,Fernanda,barra proteica,midway,103.82,2.0,2024-11-07 18:14:51.952317,Não informado,Não informado
685,Lucas,multivitaminico,midway,248.01,3.0,2025-03-14 18:14:51.952327,Não informado,Loja 1
686,Patrícia,albumina,atlhetica nutrition,109.83,3.0,2025-01-17 18:14:51.952339,Dinheiro,Filial A
687,Gabriela,whey protein,bodyaction,83.72,1.0,2025-06-02 18:14:51.952353,Pix,Loja 2
688,Rafael,omega 3,growth supplements,95.47,2.0,2025-01-31 18:14:51.952367,Cartao,Não informado
689,Rafael,barra proteica,black skull,248.69,2.0,2025-09-28 18:14:51.952376,Dinheiro,Filial A
690,Juliana,omega 3,black skull,203.29,1.0,2024-11-04 18:14:51.952383,Não informado,Não informado
691,Paulo,barra proteica,universal,69.73,1.0,2025-03-17 18:14:51.952392,Não informado,Loja 2
692,Gabriela,creatina,bodyaction,158.18,2.0,2025-03-28 18:14:51.952400,Não informado,Filial A
693,Bruna,barra proteica,universal,78.88,1.0,2025-07-14 18:14:51.952407,Dinheiro,Não informado
694,Gabriela,barra proteica,universal,158.43,2.0,2024-12-21 18:14:51.952415,Cartao,Não informado
695,Lucas,albumina,optimum nutrition,154.97,1.0,2025-02-10 18:14:51.952422,Cartao,Loja 1
696,Rafael,barra proteica,growth supplements,171.7,2.0,2024-12-22 18:14:51.952429,Pix,Não informado
697,Bruna,pre-treino,growth supplements,168.74,1.0,2024-11-10 18:14:51.952440,Cartão,Loja 1
698,Mariana,barra proteica,universal,203.4,2.0,32/13/2023,Cartao,Não informado
699,Paulo,barra proteica,optimum nutrition,167.9,2.0,2025-06-07 18:14:51.952463,Não informado,Não informado
700,Gabriela,glutamina,growth supplements,115.58,2.0,2025-06-24 18:14:51.952471,Cartao,Loja 1
701,Juliana,multivitaminico,integralmedica,70.03,3.0,2025-02-16 18:14:51.952478,Cartão,Filial A
702,Mariana,creatina,probiotica,58.94,2.0,2025-08-07 18:14:51.952486,Pix,Loja 1
703,Patrícia,multivitaminico,max titanium,208.66,2.0,2025-08-02 18:14:51.952493,Cartao,Loja 1
704,Paulo,whey protein,optimum nutrition,78.42,3.0,2025-03-31 18:14:51.952500,Pix,Filial A
705,Bruna,multivitaminico,probiotica,240.76,2.0,2025-06-10 18:14:51.952507,Não informado,Filial A
706,Diego,pre-treino,probiotica,123.21,2.0,2024-10-25 18:14:51.952515,Cartão,Não informado
707,Fernanda,pre-treino,max titanium,110.86,2.0,2025-07-02 18:14:51.952523,Cartao,Filial A
708,Carlos,omega 3,bodyaction,239.35,2.0,2025-01-31 18:14:51.952530,Cartao,Loja 2
709,Paulo,creatina,atlhetica nutrition,147.41,1.0,2025-02-24 18:14:51.952538,Cartão,Filial A
710,Ana,bcaa,max titanium,238.56,2.0,2025-04-29 18:14:51.952545,Cartao,Não informado
711,Paulo,whey protein,bodyaction,55.17,2.0,2024-12-29 18:14:51.952553,Dinheiro,Loja 2
712,Juliana,whey protein,atlhetica nutrition,179.16,1.0,2024-12-18 18:14:51.952561,Cartao,Não informado
713,Diego,multivitaminico,universal,249.48,3.0,2025-07-02 18:14:51.952569,Cartão,Loja 2
714,Juliana,bcaa,probiotica,229.93,2.0,2024-12-20 18:14:51.952576,Cartao,Não informado
715,Rafael,barra proteica,optimum nutrition,105.22,1.0,2024-11-18 18:14:51.952583,Dinheiro,Filial A
716,Carlos,multivitaminico,atlhetica nutrition,125.38,2.0,2025-01-22 18:14:51.952591,Cartao,Loja 2
717,Carlos,barra proteica,universal,201.59,2.0,2025-03-21 18:14:51.952598,Pix,Loja 1
718,Patrícia,barra proteica,bodyaction,116.9,2.0,2025-05-14 18:14:51.952605,Pix,Não informado
719,Diego,bcaa,probiotica,241.34,3.0,2025-03-20 18:14:51.952613,Cartão,Filial A
720,Gabriela,multivitaminico,integralmedica,167.67,3.0,2025-06-12 18:14:51.952620,Cartão,Filial A
721,Ana,barra proteica,optimum nutrition,60.35,1.0,2025-08-30 18:14:51.952628,Não informado,Não informado
722,João,creatina,atlhetica nutrition,146.28,1.0,2025-01-24 18:14:51.952635,Cartão,Não informado
723,Carlos,whey protein,bodyaction,140.83,1.0,2025-07-18 18:14:51.952642,Não informado,Loja 2
724,João,creatina,probiotica,60.85,3.0,2024-11-02 18:14:51.952651,Pix,Loja 1
725,Gabriela,albumina,black skull,55.46,2.0,2025-04-21 18:14:51.952658,Pix,Loja 2
726,Ana,creatina,probiotica,77.14,2.0,2025-04-19 18:14:51.952666,Não informado,Loja 2
727,Mariana,bcaa,growth supplements,59.27,3.0,2024-12-30 18:14:51.952673,Dinheiro,Loja 1
728,João,pre-treino,bodyaction,81.66,2.0,2024-10-17 18:14:51.952681,Dinheiro,Loja 2
729,Patrícia,bcaa,black skull,102.74,3.0,2025-07-02 18:14:51.952688,Não informado,Filial A
730,João,hipercalorico,optimum nutrition,182.37,2.0,2024-11-15 18:14:51.952696,Dinheiro,Filial A
731,Bruna,creatina,universal,162.54,2.0,2025-07-11 18:14:51.952704,Dinheiro,Loja 1
732,Lucas,hipercalorico,optimum nutrition,219.8,2.0,2025-05-14 18:14:51.952712,Cartao,Não informado
733,Paulo,albumina,bodyaction,75.46,3.0,2025-05-25 18:14:51.952720,Dinheiro,Não informado
734,Diego,barra proteica,optimum nutrition,189.57,2.0,2025-04-17 18:14:51.952728,Pix,Não informado
735,Fernanda,albumina,midway,157.68,2.0,2024-11-18 18:14:51.952736,Não informado,Loja 1
736,Bruna,creatina,bodyaction,181.16,2.0,32/13/2023,Dinheiro,Não informado
737,Mariana,hipercalorico,growth supplements,212.9,1.0,2024-12-19 18:14:51.952756,Cartao,Filial A
738,Lucas,pre-treino,black skull,206.6,3.0,2025-07-18 18:14:51.952770,Dinheiro,Não informado
739,Rodrigo,glutamina,probiotica,167.02,3.0,2025-09-24 18:14:51.952784,Não informado,Filial A
740,Fernanda,creatina,universal,142.03,1.0,2025-03-03 18:14:51.952791,Não informado,Loja 2
741,João,albumina,max titanium,-204.67,2.0,2024-12-13 18:14:51.952799,Não informado,Loja 1
742,Juliana,creatina,black skull,146.41,3.0,2024-12-30 18:14:51.952806,Pix,Loja 1
743,Rodrigo,barra proteica,max titanium,148.72,2.0,2025-05-24 18:14:51.952814,Cartão,Loja 1
744,Bruna,whey protein,midway,219.68,1.0,2025-07-14 18:14:51.952821,Cartao,Não informado
745,Camila,creatina,growth supplements,57.91,2.0,2025-05-20 18:14:51.952829,Pix,Filial A
746,Fernanda,glutamina,probiotica,145.61,2.0,2024-12-01 18:14:51.952836,Não informado,Não informado
747,Ana,creatina,max titanium,206.54,1.0,2025-07-22 18:14:51.952843,Cartao,Loja 1
748,Mariana,omega 3,black skull,220.22,2.0,2024-10-08 18:14:51.952854,Não informado,Loja 2
749,Bruna,multivitaminico,universal,97.77,2.0,2024-11-07 18:14:51.952866,Não informado,Loja 1
750,Gabriela,hipercalorico,black skull,-106.79,1.0,2025-04-11 18:14:51.952877,Cartão,Não informado
751,Lucas,hipercalorico,max titanium,83.44,2.0,2025-04-23 18:14:51.952887,Cartão,Loja 2
752,Gabriela,albumina,max titanium,190.96,3.0,2025-02-23 18:14:51.952898,Pix,Loja 2
753,Ana,whey protein,atlhetica nutrition,130.38,3.0,2025-07-17 18:14:51.952911,Dinheiro,Não informado
754,Gabriela,creatina,integralmedica,101.8,1.0,2025-08-18 18:14:51.952923,Pix,Loja 1
755,Rodrigo,pre-treino,bodyaction,102.14,1.0,32/13/2023,Cartao,Não informado
756,Fernanda,barra proteica,max titanium,131.53,1.0,2025-04-03 18:14:51.952952,Dinheiro,Loja 2
758,Paulo,omega 3,max titanium,73.09,3.0,2025-06-22 18:14:51.952977,Cartao,Loja 2
759,Mariana,omega 3,growth supplements,190.04,1.0,2024-11-27 18:14:51.952991,Não informado,Loja 2
761,Camila,glutamina,optimum nutrition,57.28,2.0,2025-09-18 18:14:51.953009,Pix,Não informado
762,Camila,omega 3,probiotica,79.18,2.0,2025-05-24 18:14:51.953020,Dinheiro,Não informado
763,Lucas,barra proteica,bodyaction,124.42,1.0,2024-12-25 18:14:51.953028,Dinheiro,Loja 1
764,Rodrigo,hipercalorico,growth supplements,171.55,2.0,2025-08-26 18:14:51.953035,Cartao,Filial A
765,Bruna,multivitaminico,black skull,113.67,2.0,2025-06-07 18:14:51.953042,Não informado,Loja 1
767,Rodrigo,bcaa,growth supplements,78.17,1.0,2025-09-13 18:14:51.953967,Cartao,Loja 2
768,Patrícia,creatina,universal,141.71,1.0,2025-03-17 18:14:51.953979,Cartao,Não informado
769,Ana,bcaa,growth supplements,78.88,3.0,2025-03-30 18:14:51.953991,Dinheiro,Loja 1
770,Rafael,omega 3,universal,77.96,1.0,2025-02-15 18:14:51.954004,Cartao,Filial A
771,Mariana,barra proteica,black skull,85.37,2.0,2025-03-06 18:14:51.954015,Dinheiro,Não informado
772,Rodrigo,whey protein,atlhetica nutrition,96.13,2.0,2024-12-31 18:14:51.954027,Pix,Loja 1
773,Mariana,bcaa,midway,92.33,2.0,2025-08-17 18:14:51.954041,Cartão,Loja 1
774,Gabriela,whey protein,atlhetica nutrition,118.1,2.0,2025-08-28 18:14:51.954054,Pix,Filial A
775,Lucas,glutamina,midway,208.78,2.0,2025-07-22 18:14:51.954073,Cartão,Não informado
776,Gabriela,multivitaminico,max titanium,107.59,2.0,2025-07-31 18:14:51.954081,Pix,Loja 2
777,Gabriela,barra proteica,max titanium,134.14,2.0,2025-07-01 18:14:51.954089,Cartao,Loja 1
778,Mariana,whey protein,max titanium,60.99,1.0,2025-07-12 18:14:51.954096,Cartão,Loja 1
779,Bruna,multivitaminico,optimum nutrition,135.52,2.0,2024-10-14 18:14:51.954104,Não informado,Filial A
780,Lucas,bcaa,bodyaction,94.13,2.0,2025-07-14 18:14:51.954111,Dinheiro,Loja 1
781,Ana,whey protein,atlhetica nutrition,162.92,1.0,2025-06-15 18:14:51.954119,Cartao,Filial A
782,Lucas,omega 3,probiotica,192.72,2.0,2024-10-15 18:14:51.954126,Pix,Loja 1
783,Camila,albumina,integralmedica,224.16,2.0,2024-10-06 18:14:51.954134,Pix,Loja 2
784,Bruna,multivitaminico,atlhetica nutrition,105.93,2.0,2025-01-22 18:14:51.954154,Pix,Não informado
785,Rafael,hipercalorico,black skull,81.95,3.0,2024-10-02 18:14:51.954162,Cartão,Loja 1
786,Patrícia,hipercalorico,universal,126.62,2.0,2024-10-20 18:14:51.954264,Cartao,Loja 2
787,Juliana,multivitaminico,integralmedica,54.36,3.0,2024-10-14 18:14:51.954274,Dinheiro,Loja 1
788,Mariana,barra proteica,atlhetica nutrition,108.54,1.0,2025-05-06 18:14:51.954282,Cartao,Não informado
789,Rodrigo,bcaa,black skull,96.04,3.0,2025-02-10 18:14:51.954290,Dinheiro,Loja 2
790,João,multivitaminico,growth supplements,62.81,2.0,2025-09-23 18:14:51.954299,Cartao,Loja 2
792,Mariana,hipercalorico,bodyaction,219.82,2.0,2024-10-11 18:14:51.954316,Cartao,Não informado
793,Paulo,creatina,atlhetica nutrition,228.13,1.0,2024-12-16 18:14:51.954324,Cartao,Filial A
794,Lucas,whey protein,black skull,162.79,2.0,2024-10-30 18:14:51.954331,Cartão,Loja 1
795,Carlos,albumina,atlhetica nutrition,191.7,2.0,2025-01-04 18:14:51.954339,Não informado,Loja 1
796,Patrícia,glutamina,growth supplements,228.72,3.0,2025-06-24 18:14:51.954347,Cartão,Filial A
797,Fernanda,pre-treino,atlhetica nutrition,52.4,3.0,2025-03-18 18:14:51.954355,Cartão,Não informado
798,Rodrigo,multivitaminico,midway,181.41,2.0,2025-01-25 18:14:51.954364,Cartao,Loja 1
799,Carlos,albumina,bodyaction,144.0,2.0,2024-10-25 18:14:51.954372,Cartao,Loja 1
800,Diego,whey protein,atlhetica nutrition,101.12,2.0,2025-04-04 18:14:51.954379,Cartao,Loja 2
801,Fernanda,albumina,probiotica,82.62,2.0,2025-08-12 18:14:51.954387,Cartao,Filial A
802,Fernanda,whey protein,black skull,-223.8,2.0,2025-09-26 18:14:51.954395,Não informado,Filial A
803,João,bcaa,optimum nutrition,179.47,2.0,2025-03-24 18:14:51.954403,Cartão,Loja 2
804,Rafael,bcaa,black skull,158.87,1.0,2024-12-29 18:14:51.954411,Cartao,Loja 2
805,Camila,whey protein,probiotica,146.76,1.0,2025-07-30 18:14:51.954418,Não informado,Filial A
806,Mariana,albumina,bodyaction,62.3,2.0,32/13/2023,Dinheiro,Filial A
807,Mariana,pre-treino,probiotica,181.73,2.0,2025-02-01 18:14:51.954433,Não informado,Não informado
808,Camila,creatina,optimum nutrition,119.97,2.0,32/13/2023,Não informado,Não informado
809,Fernanda,pre-treino,growth supplements,237.23,2.0,2024-10-15 18:14:51.954449,Dinheiro,Não informado
810,Lucas,pre-treino,max titanium,-174.75,2.0,2024-10-10 18:14:51.954456,Dinheiro,Não informado
811,Ana,creatina,midway,199.04,2.0,2024-10-02 18:14:51.954463,Dinheiro,Não informado
812,Ana,whey protein,atlhetica nutrition,218.94,2.0,2025-06-09 18:14:51.954470,Não informado,Loja 2
813,Rafael,multivitaminico,max titanium,213.64,2.0,2024-11-09 18:14:51.954477,Pix,Loja 2
814,Juliana,bcaa,optimum nutrition,122.97,2.0,2024-12-28 18:14:51.954485,Não informado,Loja 2
815,Paulo,multivitaminico,growth supplements,-181.57,1.0,2025-08-16 18:14:51.954493,Cartao,Loja 1
816,Rafael,creatina,atlhetica nutrition,72.91,1.0,2024-11-03 18:14:51.954500,Dinheiro,Loja 2
817,Rafael,hipercalorico,universal,212.36,2.0,2025-09-10 18:14:51.954507,Não informado,Loja 2
818,Carlos,omega 3,growth supplements,243.44,2.0,2025-04-11 18:14:51.954515,Pix,Loja 1
819,Rafael,omega 3,integralmedica,59.87,2.0,2025-02-28 18:14:51.954522,Dinheiro,Não informado
820,Bruna,bcaa,bodyaction,184.88,2.0,2024-12-11 18:14:51.954596,Cartao,Filial A
821,Juliana,multivitaminico,probiotica,57.27,2.0,2024-10-19 18:14:51.954609,Dinheiro,Loja 1
822,Rodrigo,barra proteica,midway,68.93,3.0,2025-07-20 18:14:51.954729,Não informado,Loja 2
823,Diego,hipercalorico,growth supplements,135.43,2.0,2025-01-19 18:14:51.954753,Dinheiro,Loja 2
824,Bruna,pre-treino,atlhetica nutrition,205.19,2.0,2025-07-03 18:14:51.954768,Dinheiro,Não informado
825,Bruna,hipercalorico,bodyaction,178.72,3.0,2025-07-05 18:14:51.954777,Não informado,Loja 1
826,Diego,glutamina,atlhetica nutrition,174.5,3.0,2024-11-25 18:14:51.954784,Cartao,Filial A
827,Ana,omega 3,atlhetica nutrition,234.86,3.0,2025-07-28 18:14:51.954792,Cartão,Não informado
828,Rafael,multivitaminico,max titanium,222.59,1.0,2024-12-30 18:14:51.954800,Cartão,Loja 1
830,Gabriela,multivitaminico,growth supplements,70.34,1.0,2025-08-28 18:14:51.954816,Cartao,Loja 1
831,Diego,glutamina,growth supplements,249.09,2.0,2024-11-24 18:14:51.954823,Cartão,Loja 1
833,Rafael,pre-treino,black skull,226.83,3.0,2025-04-26 18:14:51.954840,Não informado,Filial A
834,Camila,hipercalorico,black skull,207.8,3.0,2025-06-09 18:14:51.954848,Cartão,Filial A
835,Bruna,hipercalorico,universal,199.51,3.0,2024-12-16 18:14:51.954856,Dinheiro,Filial A
836,Gabriela,omega 3,universal,215.97,1.0,2024-10-25 18:14:51.954865,Cartao,Filial A
837,Fernanda,multivitaminico,midway,131.7,3.0,2025-04-29 18:14:51.954880,Cartao,Filial A
839,Diego,pre-treino,midway,139.37,2.0,2024-12-01 18:14:51.954905,Pix,Loja 1
840,João,omega 3,integralmedica,57.69,1.0,2025-04-29 18:14:51.954919,Cartão,Loja 2
841,Fernanda,creatina,max titanium,186.76,2.0,2025-01-21 18:14:51.954928,Pix,Loja 2
842,Carlos,creatina,atlhetica nutrition,130.22,3.0,2025-07-15 18:14:51.954989,Cartao,Loja 2
843,Juliana,albumina,atlhetica nutrition,185.38,1.0,2025-05-20 18:14:51.955003,Cartao,Loja 1
844,Juliana,barra proteica,midway,230.38,3.0,2024-10-14 18:14:51.955012,Cartao,Loja 1
845,Camila,hipercalorico,max titanium,127.05,1.0,2024-10-23 18:14:51.955020,Cartao,Filial A
